City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
101,Qaqortoq,GL,5/31/21 15:21,60.7167,-46.0333,46.9,69,78,10.47
102,Sinnamary,GF,5/31/21 15:21,5.3833,-52.95,76.12,94,100,8.84
103,Cidreira,BR,5/31/21 15:21,-30.1811,-50.2056,58.1,42,0,7.87
104,Kirkland Lake,CA,5/31/21 15:21,48.1446,-80.0377,67.03,42,2,8.68
105,San Rafael Del Sur,NI,5/31/21 15:21,11.8485,-86.4384,86.97,54,10,15.52
106,Aswan,EG,5/31/21 15:21,24.0934,32.907,110.79,7,19,12.53
107,Kudahuvadhoo,MV,5/31/21 15:21,2.6708,72.8944,83.82,72,21,17.9
108,Alekseyevsk,RU,5/31/21 15:21,57.8406,108.3492,39.87,97,94,0.47
109,Aklavik,CA,5/31/21 15:21,68.2191,-135.0107,41.83,93,90,14.97
110,Lhokseumawe,ID,5/31/21 15:21,5.1801,97.1507,81,82,100,2.46
111,Esperance,AU,5/31/21 15:21,-33.8667,121.9,58.84,84,100,26.64
112,Gander,CA,5/31/21 15:21,48.9682,-54.5906,68.13,30,75,11.99
113,Georgetown,MY,5/31/21 15:21,5.4112,100.3354,85.95,78,20,1.01
114,Chuy,UY,5/31/21 15:21,-33.6971,-53.4616,58.89,50,29,17.09
115,Hofn,IS,5/31/21 15:21,64.2539,-15.2082,51.82,76,75,13.8
116,Saskylakh,RU,5/31/21 15:21,71.9167,114.0833,46.63,72,68,13.49
117,Dobryatino,RU,5/31/21 15:21,55.5055,41.3195,45.88,81,100,3.6
118,Cochrane,CA,5/31/21 15:20,51.1834,-114.4687,63.9,41,1,4.97
119,Talnakh,RU,5/31/21 15:21,69.4865,88.3972,32.9,89,100,7.25
120,Kuching,MY,5/31/21 15:20,1.55,110.3333,80.82,89,20,1.14
121,Alice Springs,AU,5/31/21 15:21,-23.7,133.8833,56.75,30,40,7.65
122,Tiksi,RU,5/31/21 15:21,71.6872,128.8694,34.47,90,10,4
123,Thompson,CA,5/31/21 15:21,55.7435,-97.8558,55.56,62,90,4.61
124,George Town,MY,5/31/21 15:21,5.4112,100.3354,85.95,78,20,1.01
125,Pyapon,MM,5/31/21 15:21,16.2833,95.6833,83.3,73,27,8.16
126,Oriximina,BR,5/31/21 15:21,-1.7656,-55.8661,88.7,55,10,4.85
127,Nishihara,JP,5/31/21 15:21,26.1842,127.7558,76.28,88,75,14.05
128,Hamilton,US,5/31/21 15:18,39.1834,-84.5333,68.22,61,1,3
129,Evensk,RU,5/31/21 15:21,61.95,159.2333,40.05,82,97,6.96
130,Cherskiy,RU,5/31/21 15:18,68.75,161.3,52.83,38,10,8.77
131,Lazaro Cardenas,MX,5/31/21 15:21,17.9583,-102.2,86.54,59,84,2.59
132,Tuatapere,NZ,5/31/21 15:21,-46.1333,167.6833,49.82,85,78,1.45
133,Muros,ES,5/31/21 15:18,42.7762,-9.0603,82.9,63,34,4.32
134,Ahipara,NZ,5/31/21 15:21,-35.1667,173.1667,57.97,78,8,12.97
135,Carnarvon,AU,5/31/21 15:21,-24.8667,113.6333,60.87,88,1,9.22
136,Kismayo,SO,5/31/21 15:21,-0.3582,42.5454,79.59,78,94,12.44
137,Nioro,GM,5/31/21 15:21,13.35,-15.75,100.65,23,75,7.67
138,Omsukchan,RU,5/31/21 15:20,62.5333,155.8,34.03,79,76,7.49
139,Yantikovo,RU,5/31/21 15:21,55.8216,47.9104,50.72,73,100,4.36
140,Koungou,YT,5/31/21 15:21,-12.7336,45.2042,80.31,74,0,5.97
141,Alofi,NU,5/31/21 15:21,-19.0595,-169.9187,73.29,94,56,2.3
142,Ceske Velenice,CZ,5/31/21 15:21,48.7685,14.9637,64.54,48,88,1.99
143,Beidao,CN,5/31/21 15:21,34.5686,105.8933,67.28,54,100,2.21
144,Tivaouane,SN,5/31/21 15:21,14.9515,-16.8129,84.54,38,63,14.94
145,Katsuura,JP,5/31/21 15:20,35.1333,140.3,67.19,80,46,6.96
146,Tasiilaq,GL,5/31/21 15:21,65.6145,-37.6368,41.16,82,12,9.06
147,Lompoc,US,5/31/21 15:21,34.6391,-120.4579,59.38,100,90,3.62
148,Xihe,CN,5/31/21 15:21,31.6864,113.4659,75.6,79,30,3.67
149,Mar Del Plata,AR,5/31/21 15:20,-38.0023,-57.5575,62.1,58,75,3
150,Ancud,CL,5/31/21 15:21,-41.8697,-73.8203,60.22,98,100,16.98
151,Cap Malheureux,MU,5/31/21 15:19,-19.9842,57.6142,74.46,75,0,3
152,Qaanaaq,GL,5/31/21 15:21,77.484,-69.3632,33.19,89,100,2.95
153,Biograd Na Moru,HR,5/31/21 15:22,43.9433,15.4519,71.76,52,6,17.98
154,Oussouye,SN,5/31/21 15:22,12.485,-16.5469,93.38,46,100,12.28
155,Faya,SA,5/31/21 15:22,18.3851,42.4509,84.72,12,1,16.35
156,Srednekolymsk,RU,5/31/21 15:21,67.45,153.6833,53.82,43,5,10.49
157,Chimbote,PE,5/31/21 15:22,-9.0853,-78.5783,67.64,83,98,7.2
158,Ustye,RU,5/31/21 15:22,59.6304,39.736,55.81,38,47,1.07
159,Maple Creek,CA,5/31/21 15:22,49.9168,-109.4848,68.05,30,100,12.66
160,Owosso,US,5/31/21 15:22,42.9978,-84.1766,69.42,42,1,3
161,Dikson,RU,5/31/21 15:22,73.5069,80.5464,31.06,97,100,16.84
162,Arraial Do Cabo,BR,5/31/21 15:22,-22.9661,-42.0278,73.36,88,90,10.36
163,Provideniya,RU,5/31/21 15:19,64.3833,-173.3,38.5,67,92,7.85
164,Nikolskoye,RU,5/31/21 15:22,59.7035,30.7861,57.78,58,100,7.47
165,Coihaique,CL,5/31/21 15:22,-45.5752,-72.0662,48.81,93,90,5.75
166,Tornio,FI,5/31/21 15:22,65.8481,24.1466,62.62,50,70,9.64
167,Caravelas,BR,5/31/21 15:20,-17.7125,-39.2481,80.83,67,18,9.19
168,Bambous Virieux,MU,5/31/21 15:22,-20.3428,57.7575,74.21,83,40,9.48
169,Moron,AR,5/31/21 15:22,-34.6534,-58.6198,62.8,54,77,11.45
170,Asau,RO,5/31/21 15:22,46.4333,26.4,60.28,73,100,5.12
171,Longyearbyen,SJ,5/31/21 15:18,78.2186,15.6401,35.44,75,75,9.22
172,Aurillac,FR,5/31/21 15:22,44.9167,2.45,75.45,48,75,5.75
173,Abha,SA,5/31/21 15:22,18.2164,42.5053,84.45,9,0,15.05
174,Saint-Pierre,RE,5/31/21 15:22,-21.3393,55.4781,73.08,80,0,3.44
175,Saint-Philippe,RE,5/31/21 15:22,-21.3585,55.7679,72.99,82,21,6.4
176,Havelock,US,5/31/21 15:22,34.8791,-76.9013,71.06,64,1,3
177,Sarkand,KZ,5/31/21 15:22,45.41,79.9186,67.55,40,27,6.85
178,Tres Arroyos,AR,5/31/21 15:22,-38.3739,-60.2798,56.23,59,75,15.03
179,Bairiki,KI,5/31/21 15:22,1.3292,172.9752,82.4,78,20,15.88
180,Noumea,NC,5/31/21 15:22,-22.2763,166.4572,69.01,99,96,9.55
181,Tapes,BR,5/31/21 15:22,-30.6733,-51.3958,58.32,45,3,4.68
182,Isangel,VU,5/31/21 15:18,-19.55,169.2667,70.59,68,72,10.74
183,Torbay,CA,5/31/21 15:22,47.6666,-52.7314,66.97,32,20,13.8
184,Kuryk,KZ,5/31/21 15:22,43.2,51.65,74.32,52,0,16.51
185,Angoche,MZ,5/31/21 15:22,-16.2325,39.9086,75.72,75,22,7.96
186,Adrar,MR,5/31/21 15:22,20.5022,-10.0711,103.69,13,96,3.53
187,Gurupa,BR,5/31/21 15:22,-1.405,-51.64,84.52,74,4,1.92
188,Khandagayty,RU,5/31/21 15:22,50.7333,92.05,48.92,47,0,4.68
189,Vao,NC,5/31/21 15:22,-22.6667,167.4833,69.3,59,100,17.67
190,Codrington,AU,5/31/21 15:21,-38.2667,141.9667,49.57,41,100,11.92
191,Nador,MA,5/31/21 15:22,35.174,-2.9287,75.27,88,75,8.75
192,Hilo,US,5/31/21 15:22,19.7297,-155.09,77.29,94,90,4.61
193,Necochea,AR,5/31/21 15:17,-38.5473,-58.7368,58.03,63,57,21.65
194,Bentiu,SS,5/31/21 15:22,9.2333,29.8333,103.66,18,53,3.87
195,Veraval,IN,5/31/21 15:22,20.9,70.3667,84.33,75,67,14
196,El Alto,PE,5/31/21 15:22,-4.2714,-81.2147,71.26,71,49,5.77
197,Sioux Lookout,CA,5/31/21 15:22,50.1001,-91.917,59.38,72,20,5.75
198,Nyurba,RU,5/31/21 15:22,63.2842,118.3319,55,47,12,1.97
199,Santa Maria Da Vitoria,BR,5/31/21 15:22,-13.3947,-44.1886,90.86,26,6,4.97
200,Hervey Bay,AU,5/31/21 15:20,-25.2986,152.8535,61.03,67,90,11.43
201,Sabang,ID,5/31/21 15:22,5.8933,95.3214,82.99,76,86,17.98
202,Zhezkazgan,KZ,5/31/21 15:22,47.8043,67.7144,73.58,54,100,9.73
203,Ilhabela,BR,5/31/21 15:22,-23.7781,-45.3581,70.7,93,97,7.2
204,Port Hardy,CA,5/31/21 15:22,50.6996,-127.4199,57.38,88,90,0
205,Chulumani,BO,5/31/21 15:22,-16.4096,-67.5263,68.32,80,100,2.89
206,Praia Da Vitoria,PT,5/31/21 15:19,38.7333,-27.0667,64.65,94,75,13.27
207,Berlevag,NO,5/31/21 15:22,70.8578,29.0864,42.75,81,75,31.07
208,Kruisfontein,ZA,5/31/21 15:22,-34.0033,24.7314,58.89,77,100,14.94
209,Boa Vista,BR,5/31/21 15:22,2.8197,-60.6733,85.98,62,40,9.22
210,Fare,PF,5/31/21 15:22,-16.7,-151.0167,78.01,67,44,16.89
211,Meadow Lake,US,5/31/21 15:22,34.8014,-106.5436,66.67,59,79,5.46
212,Keflavik,IS,5/31/21 15:22,64.0049,-22.5624,51.71,76,75,24.16
213,Progreso,MX,5/31/21 15:22,21.2833,-89.6667,84.31,66,8,8.75
214,Batemans Bay,AU,5/31/21 15:22,-35.7167,150.1833,43.92,79,9,4.88
215,Ixtapa,MX,5/31/21 15:22,20.7,-105.2,80.22,65,75,0
216,Burglengenfeld,DE,5/31/21 15:22,49.2056,12.0414,67.51,36,40,8.12
217,Petropavlovsk-Kamchatskiy,RU,5/31/21 15:22,53.0452,158.6483,37.99,100,90,2.28
218,Flinders,AU,5/31/21 15:22,-34.5833,150.8552,49.21,83,2,1.01
219,Touros,BR,5/31/21 15:19,-5.1989,-35.4608,85.1,63,85,14.03
220,Itarema,BR,5/31/21 15:22,-2.9248,-39.9167,87.26,59,11,13.18
221,Bavleny,RU,5/31/21 15:22,56.4,39.56,49.51,66,100,4.36
222,Mount Isa,AU,5/31/21 15:19,-20.7333,139.5,58.77,63,40,0
223,Requena,ES,5/31/21 15:22,39.4883,-1.1004,68.13,39,100,17.2
224,Porto Novo,BJ,5/31/21 15:22,6.4965,2.6036,87.62,62,64,13.71
225,Linhares,BR,5/31/21 15:22,-19.3911,-40.0722,85.87,50,69,3.85
226,Nizwa,OM,5/31/21 15:22,22.9333,57.5333,98.71,15,28,8.86
227,Shingu,JP,5/31/21 15:22,33.7333,135.9833,62.91,91,41,4.59
228,Kandrian,PG,5/31/21 15:21,-6.2167,149.55,77.79,93,100,10.65
229,Yellowknife,CA,5/31/21 15:21,62.456,-114.3525,47.32,63,20,5.01
230,Plastun,RU,5/31/21 15:22,44.7561,136.2939,44.67,97,100,1.83
231,Atyrau,KZ,5/31/21 15:18,47.1167,51.8833,78.82,61,40,22.37
232,Havre-Saint-Pierre,CA,5/31/21 15:21,50.2334,-63.5986,46.99,93,90,5.75
233,Ilulissat,GL,5/31/21 15:22,69.2167,-51.1,33.82,86,75,6.91
234,Erdenet,MN,5/31/21 15:22,49.0333,104.0833,34.99,74,96,5.32
235,Lorengau,PG,5/31/21 15:22,-2.0226,147.2712,80.26,86,100,9.6
236,Sosua,DO,5/31/21 15:22,19.7667,-70.5167,86.23,83,40,16.11
237,Portland,US,5/31/21 15:21,45.5234,-122.6762,68.05,63,40,1.99
238,Byumba,RW,5/31/21 15:22,-1.5763,30.0675,61.38,82,97,4.54
239,Takoradi,GH,5/31/21 15:22,4.8845,-1.7554,83.37,73,92,11.56
240,Hasaki,JP,5/31/21 15:22,35.7333,140.8333,61.29,70,84,4.81
241,Luanda,AO,5/31/21 15:20,-8.8368,13.2343,80.6,78,0,10.36
242,Khani,GE,5/31/21 15:22,41.9563,42.9566,83.77,64,38,3.83
243,Ceres,US,5/31/21 15:18,37.5949,-120.9577,79.27,57,1,4.61
244,Fairbanks,US,5/31/21 15:22,64.8378,-147.7164,57.22,67,75,4.61
245,Muisne,EC,5/31/21 15:22,0.6,-80.0333,82.51,86,100,7.76
246,Cayenne,GF,5/31/21 15:22,4.9333,-52.3333,86.04,70,75,9.42
247,Hobyo,SO,5/31/21 15:22,5.3505,48.5268,79.75,77,93,23.29
248,Sakakah,SA,5/31/21 15:22,29.9697,40.2064,103.57,7,9,4.09
249,Namatanai,PG,5/31/21 15:22,-3.6667,152.4333,79.29,85,100,5.14
250,Hambantota,LK,5/31/21 15:22,6.1241,81.1185,81.34,80,68,20.69
251,Orotukan,RU,5/31/21 15:22,62.2667,151.7,39.51,96,100,4.52
252,Tyukalinsk,RU,5/31/21 15:22,55.8732,72.1967,65.08,91,77,15.77
253,Ayapel,CO,5/31/21 15:22,8.3137,-75.1398,85.01,74,69,2.44
254,Rexburg,US,5/31/21 15:22,43.826,-111.7897,65.46,58,1,0
255,Troitskoye,RU,5/31/21 15:22,52.9821,84.6757,61.97,69,16,7.07
256,Pimentel,PE,5/31/21 15:22,-6.8367,-79.9342,70.09,82,90,1.99
257,Padang,ID,5/31/21 15:22,-0.9492,100.3543,79.03,84,89,2.19
258,San Alberto,CO,5/31/21 15:22,7.7611,-73.3922,83.55,74,94,4.59
259,Saint Anthony,US,5/31/21 15:22,45.0205,-93.218,67.03,78,20,1.01
260,Tabory,RU,5/31/21 15:22,58.5198,64.5495,46.04,71,99,6.02
261,Ayan,RU,5/31/21 15:22,56.45,138.1667,38.25,94,87,4.85
262,Mapimi,MX,5/31/21 15:22,25.8167,-103.85,78.17,56,23,3.29
263,Kieta,PG,5/31/21 15:22,-6.2167,155.6333,78.85,86,99,4.63
264,Nigde,TR,5/31/21 15:22,37.8333,34.75,68.09,38,79,11.01
265,Dwarka,IN,5/31/21 15:22,22.2394,68.9678,83.64,85,13,20.76
266,Bonfim,BR,5/31/21 15:22,3.0833,-59.95,84.54,66,74,1.39
267,Brownwood,US,5/31/21 15:21,31.7093,-98.9912,75.29,77,100,16.28
268,Mahon,ES,5/31/21 15:19,39.8885,4.2658,77.56,47,0,6.91
269,Togur,RU,5/31/21 15:22,58.3631,82.8265,68.31,61,5,9.89
270,Manta,EC,5/31/21 15:22,-0.95,-80.7333,78.58,78,40,5.75
271,Mundo Nuevo,MX,5/31/21 15:22,18.7,-95.5,85.01,62,52,5.12
272,Newcastle,AU,5/31/21 15:22,-32.9272,151.7765,54.39,91,2,1.01
273,Rio Gallegos,AR,5/31/21 15:22,-51.6226,-69.2181,32.05,86,40,2.3
274,Russell,US,5/31/21 15:22,32.3502,-85.1999,78.8,60,1,8.86
275,Lubango,AO,5/31/21 15:21,-14.9172,13.4925,76.86,25,0,4.61
276,Saldanha,ZA,5/31/21 15:22,-33.0117,17.9442,62.65,74,10,12.15
277,Brigantine,US,5/31/21 15:22,39.4101,-74.3646,63.03,78,90,8.86
278,Vestmannaeyjar,IS,5/31/21 15:22,63.4427,-20.2734,45.59,87,40,14.97
279,Taltal,CL,5/31/21 15:22,-25.4,-70.4833,70.03,59,4,3.8
280,Catamarca,AR,5/31/21 15:22,-28.4696,-65.7852,69.04,64,0,1.99
281,Mosetse,BW,5/31/21 15:22,-20.75,26.65,75.74,21,76,3.8
282,Namibe,AO,5/31/21 15:20,-15.1961,12.1522,78.96,55,0,13.18
283,Kargat,RU,5/31/21 15:22,55.1956,80.2811,66.99,68,14,9.17
284,Norman Wells,CA,5/31/21 15:18,65.282,-126.8329,50.04,71,90,2.3
285,Luganville,VU,5/31/21 15:22,-15.5333,167.1667,74.12,85,100,4.94
286,Karasjok,NO,5/31/21 15:22,69.4719,25.5112,50.11,55,100,16.4
287,Jaumave,MX,5/31/21 15:22,23.4167,-99.3833,74.48,69,42,4.63
288,Gold Coast,AU,5/31/21 15:22,-28,153.4333,57,83,34,1.01
289,Nuevo Progreso,MX,5/31/21 15:22,23.1667,-97.95,85.59,71,31,7.99
290,Solnechnyy,RU,5/31/21 15:22,50.7214,136.6319,48.22,72,82,3.8
291,Los Llanos De Aridane,ES,5/31/21 15:22,28.6585,-17.9182,67.75,76,75,10.42
292,Simao,CN,5/31/21 15:22,22.7886,100.9748,66.7,95,23,3.15
293,Paamiut,GL,5/31/21 15:22,61.994,-49.6678,36.91,84,94,7.11
294,Okhotsk,RU,5/31/21 15:22,59.3833,143.3,38.62,87,100,5.88
295,Keroka,KE,5/31/21 15:22,-0.7758,34.9453,60.82,91,89,2.26
296,Vardo,NO,5/31/21 15:22,70.3705,31.1107,48.4,83,100,27.29
297,San Vicente,AR,5/31/21 15:22,-26.6167,-54.1333,68.31,26,0,3.31
298,Otradnoye,RU,5/31/21 15:22,59.7775,30.8181,57.94,58,100,7.34
299,Madras,IN,5/31/21 15:22,13.0878,80.2785,87.96,84,20,4
300,Bethel,US,5/31/21 15:22,41.3712,-73.414,56.05,82,90,1.99
301,Abu Samrah,SY,5/31/21 15:22,35.3029,37.1841,90.91,14,0,24.92
302,Iberia,US,5/31/21 15:22,29.9502,-91.7507,80.98,65,1,7.94
303,Kumluca,TR,5/31/21 15:22,36.3703,30.2869,75.43,64,4,8.59
304,Visegrad,BA,5/31/21 15:22,43.7847,19.2992,53.44,84,100,5.21
305,Mamallapuram,IN,5/31/21 15:22,12.6264,80.1722,88.05,72,89,15.12
306,Ambilobe,MG,5/31/21 15:22,-13.2,49.05,75.92,69,10,1.39
307,Mecca,SA,5/31/21 15:20,21.4267,39.8261,102.2,25,19,14.67
308,Comodoro Rivadavia,AR,5/31/21 15:21,-45.8667,-67.5,42.66,87,90,6.91
309,Trabzon,TR,5/31/21 15:22,40.9167,39.8333,64.49,78,75,9.22
310,Pacific Grove,US,5/31/21 15:22,36.6177,-121.9166,64.63,89,1,5.01
311,Ugoofaaru,MV,5/31/21 15:22,5.6667,73,83.53,74,75,19.37
312,General Jose Eduvigis Diaz,PY,5/31/21 15:22,-27.1667,-58.4167,70.05,33,0,4.52
313,Anadyr,RU,5/31/21 15:22,64.75,177.4833,36.1,69,0,3.69
314,Rocha,UY,5/31/21 15:22,-34.4833,-54.3333,60.21,52,12,19.64
315,Mahibadhoo,MV,5/31/21 15:22,3.7833,72.9667,83.71,67,75,19.28
316,Bereda,ES,5/31/21 15:22,43.2686,-7.5406,85.14,44,0,4.29
